id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1238238547041226752,Thu Mar 12 23:00:49 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MaddockFilms: The father-daughter duo is all set to win your hearts! ❤ 
#AngreziMedium in cinemas tomorrow. Pre-book your tickets now:…",en,0,9,USTamilLLC,,AngreziMedium,MaddockFilms,,"Dallas, Texas, USA"
1238238180727574530,Thu Mar 12 22:59:22 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WhiteCoat_no_48: And the versatile @KareenaOnline and #DimpleKapadia ate icing on the cake.  In total a great watch 👌
4.5/5 #AngreziMed…",en,0,28,USTamilLLC,,DimpleKapadia,"WhiteCoat_no_48, KareenaOnline",,"Dallas, Texas, USA"
1238237616681529345,Thu Mar 12 22:57:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KareenaUpdates: ""Kareena Kapoor Khan is perfect at her character."" - @Koimoi 

#AngreziMedium #AngreziMediumReview 

https://t.co/c0PJ4…",tl,0,23,lizadogra,,"AngreziMedium, AngreziMediumReview","KareenaUpdates, Koimoi",,"New Delhi, India"
1238236859353804800,Thu Mar 12 22:54:07 +0000 2020,"<a href=""http://masti.twitter.com"" rel=""nofollow"">MastiMovie</a>","RT @pinkvilla: #Coronavirus Scare: Delhi theatres shutdown to IMPACT #AngreziMedium, #Sooryavanshi BO; postponing release ideal 

https://t…",en,0,58,MovieMastiBuffs,,"Coronavirus, AngreziMedium, Sooryavanshi",pinkvilla,,
1238236399842799625,Thu Mar 12 22:52:17 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @pinkvilla: #Coronavirus Scare: Delhi theatres shutdown to IMPACT #AngreziMedium, #Sooryavanshi BO; postponing release ideal 

https://t…",en,0,58,ParameshwarPan,,"Coronavirus, AngreziMedium, Sooryavanshi",pinkvilla,,"Kota ,india"
1238230862233243653,Thu Mar 12 22:30:17 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",In Pictures: #RadhikaMadan at #AngreziMedium promotions: https://t.co/cbC5HNMMTQ @radhikamadan01 https://t.co/Hk8uKlXgJP,en,8,0,BizAsia,False,"RadhikaMadan, AngreziMedium",radhikamadan01,,"Birmingham, England"
1238229211233562625,Thu Mar 12 22:23:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CloutNewsMedia: 📸 : @BarunSobtiSays &amp; @iRidhiDogra snapped at the special screening of #AngreziMedium today.

#BarunSobti #ridhidogra h…",en,0,77,Sarunarab,,"AngreziMedium, BarunSobti, ridhidogra","CloutNewsMedia, BarunSobtiSays, iRidhiDogra",,sarun World
1238225152086642688,Thu Mar 12 22:07:36 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#AngreziMedium shd get postponed as well. With theatres in Delhi shutting down till 31st March and corona scare tak… https://t.co/kfenC9WHwo,en,0,0,iShaharyar_MD,,AngreziMedium,,,"ÜT: 28.59007,77.31769"
1238225014945714178,Thu Mar 12 22:07:03 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @MegaStarKareena: 6.3Million plus views 
#Laadki 
#KareenaKapoorKhan 
#AngreziMedium  

https://t.co/Sd860hRHTL",fr,0,6,haiderrana06,False,"Laadki, KareenaKapoorKhan, AngreziMedium",MegaStarKareena,,
1238222982557978625,Thu Mar 12 21:58:58 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @YahooIndia: Pics: Radhika Madan, Kriti, Kartik at ‘Angrezi Medium’ Screening

https://t.co/sCHXueBi5d

#RadhikaMadan #KritiSanon #Karti…",in,0,2,Alpfun1,False,"RadhikaMadan, KritiSanon",YahooIndia,,
1238222901242978304,Thu Mar 12 21:58:39 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @filmfare: .@TheAaryanKartik and @kritisanon join the team of #AngreziMedium for the film’s screening.

https://t.co/RNrPjhdAu6",en,0,18,Alpfun1,False,AngreziMedium,"filmfare, TheAaryanKartik, kritisanon",,
1238221558977630218,Thu Mar 12 21:53:19 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @aavishhkar: #AngreziMedium is releasing tomorrow only. No any date shifts. I'll watch it for sure taking all necessary precautions but…,en,0,7,ajaymak01,,AngreziMedium,aavishhkar,,India
1238221474256781313,Thu Mar 12 21:52:59 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @taran_adarsh: #Update: #AngreziMedium is releasing tomorrow [13 March 2020] in #India, as per schedule.",en,0,141,ajaymak01,,"Update, AngreziMedium, India",taran_adarsh,,India
1238214584814596096,Thu Mar 12 21:25:36 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""Kareena Kapoor Khan is perfect at her character."" - @Koimoi 

#AngreziMedium #AngreziMediumReview 

https://t.co/c0PJ4…",tl,0,23,Sam__Says__,,"AngreziMedium, AngreziMediumReview","KareenaUpdates, Koimoi",,
1238214295072145409,Thu Mar 12 21:24:27 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ciara2460: ""Kareena Kapoor Khan is perfect at her character."" - @Koimoi 

#AngreziMedium #AngreziMediumReview 

https://t.co/hBb0ucPlLb…",tl,0,13,Formula1FanGirl,False,"AngreziMedium, AngreziMediumReview","Ciara2460, Koimoi",,Germany
1238214157696004097,Thu Mar 12 21:23:54 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ciara2460: ""Kareena Kapoor Khan is perfect at her character."" - @Koimoi 

#AngreziMedium #AngreziMediumReview 

https://t.co/hBb0ucPlLb…",tl,0,13,Sam__Says__,False,"AngreziMedium, AngreziMediumReview","Ciara2460, Koimoi",,
1238213940456206337,Thu Mar 12 21:23:02 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @sensayonsen: What an honest and pure movie #AngreziMedium  is. Came out with lots of good thought. @irrfank sir and Deepak Dobriyal sir…,en,0,11,Sam__Says__,,AngreziMedium,"sensayonsen, irrfank",,
1238213576357064704,Thu Mar 12 21:21:36 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ciara2460: ""Kareena Kapoor Khan will make you realise the importance of a family. Her role is such that you will find her rude at the s…",en,0,13,Sam__Says__,,,Ciara2460,,
1238213513723523072,Thu Mar 12 21:21:21 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""In one fabulously enacted sequence we see how angry mom Dimple Kapadia and daughter Kareena Kapoor are with one anothe…",en,0,22,Sam__Says__,,,KareenaUpdates,,
1238213459151433729,Thu Mar 12 21:21:08 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""Kareena Kapoor Khan is formidable, even when the makers fail to flesh her character."" - @filmibeat

#AngreziMedium #An…",en,0,15,Sam__Says__,,AngreziMedium,"KareenaUpdates, filmibeat",,
1238213436510633984,Thu Mar 12 21:21:02 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ciara2460: ""In one fabulously enacted sequence we see how angry mom Dimple Kapadia and daughter Kareena Kapoor are with one another. I…",en,0,10,Sam__Says__,,,Ciara2460,,
1238213414947655686,Thu Mar 12 21:20:57 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ciara2460: ""Kareena Kapoor Khan as Naina Kohli has a startling screen presence, despite her character’s limited screen time."" - @mygood…",en,0,10,Sam__Says__,,,Ciara2460,,
1238213386833281025,Thu Mar 12 21:20:50 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ciara2460: ""Kareena Kapoor Khan is formidable, even when the makers fail to flesh her character."" - @filmibeat

#AngreziMedium #Angrezi…",en,0,11,Sam__Says__,,AngreziMedium,"Ciara2460, filmibeat",,
1238213371159175170,Thu Mar 12 21:20:47 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ciara2460: ""Kareena agreed (to play this small role) is the film's good fortune because she is a stately presence in a small but import…",en,0,12,Sam__Says__,,,Ciara2460,,
1238213342503682048,Thu Mar 12 21:20:40 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""Kareena Kapoor Khan as Naina Kohli has a startling screen presence, despite her character’s limited screen time."" - @m…",en,0,20,Sam__Says__,,,KareenaUpdates,,
1238213310589177856,Thu Mar 12 21:20:32 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""Kareena agreed (to play this small role) is the film's good fortune because she is a stately presence in a small but i…",en,0,21,Sam__Says__,,,KareenaUpdates,,
1238213203089211392,Thu Mar 12 21:20:07 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""Kareena was in a very secure zone as an actor. She emotionally connected with her character."" - Dinesh Vijan

#Angrezi…",en,0,23,Sam__Says__,,,KareenaUpdates,,
1238213015838679040,Thu Mar 12 21:19:22 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @etimes: Exclusive! Radhika Madan shares her experience of working with @irrfank, Kareena Kapoor in #AngreziMedium

https://t.co/TM0wrVd…",en,0,1,Sam__Says__,,AngreziMedium,"etimes, irrfank",,
1238211745849544704,Thu Mar 12 21:14:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bombaytimes: #KareenaKapoorKhan Kareena looks the boss lady that she is in the video!

#KareenaKapoor #AngreziMedium 

https://t.co/yfW…",en,0,8,Sam__Says__,,"KareenaKapoorKhan, KareenaKapoor, AngreziMedium",bombaytimes,,
1238211515385143297,Thu Mar 12 21:13:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @indiacom: @irrfank and #KareenaKapoor's #AngreziMedium is set to release on Friday and @kritisanon, @Rakulpreet and @tahira_k are all p…",en,0,2,Sam__Says__,,"KareenaKapoor, AngreziMedium","indiacom, irrfank, kritisanon, Rakulpreet, tahira_k",,
1238211431973056512,Thu Mar 12 21:13:04 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @annavetticad: The film is debatable but interesting. What is beyond debate is that #Irrfan is brilliant in it. And #RadhikaMadan - we w…,en,0,9,Sam__Says__,,"Irrfan, RadhikaMadan",annavetticad,,
1238211162795368449,Thu Mar 12 21:12:00 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @JohnyBravo4444: @irrfank @radhikamadan01 Just watched #AngreziMedium here in Sharjah UAE ..

#RadhikaMadan looking so pretty ❤❤❤❤

@irr…",en,0,3,JohnyBravo4444,,"AngreziMedium, RadhikaMadan","JohnyBravo4444, irrfank, radhikamadan01",,"Dubai, United Arab Emirates"
1238211023875624960,Thu Mar 12 21:11:27 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @imshiva17: Angrezi Medium : An 
impressive blend 
of humour, heart and honesty. 

#AngreziMedium in cinemas tomorrow...

#KareenaKapoor…",en,0,9,Sam__Says__,,AngreziMedium,imshiva17,,
1238210946641911808,Thu Mar 12 21:11:09 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @JohnyBravo4444: Going in to watch #AngreziMedium right now here in Sharjah..

It's a weekend over here so almost a packed house !!

Con…",en,0,7,JohnyBravo4444,,AngreziMedium,JohnyBravo4444,,"Dubai, United Arab Emirates"
1238210918653124608,Thu Mar 12 21:11:02 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @MaddockFilms: “God promise, inka mithai ka business hai!” 🙊 https://t.co/nAFjCEdfXY
#AngreziMedium in cinemas tomorrow.

@Irrfank #Kare…",en,0,3,Sam__Says__,False,AngreziMedium,"MaddockFilms, irrfank",,
1238210814563069952,Thu Mar 12 21:10:37 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @amitkarn99: #AngreziMedium has got really emotional authenticity &amp; in totality hv powerful performances by @Irrfank #KareenaKapoorKhan…,en,0,10,Sam__Says__,,"AngreziMedium, KareenaKapoorKhan","amitkarn99, irrfank",,
1238210789783130112,Thu Mar 12 21:10:31 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @BollySpy: Family Entertainment Movie  🤗 😇
#AngreziMedium Movie #Review | #IrrfanKhan, #RadhikaMadan #KareenaKapoorKhan | By #DivyaSolga…",en,0,1,Sam__Says__,,"AngreziMedium, Review, IrrfanKhan, RadhikaMadan, KareenaKapoorKhan",BollySpy,,
1238210442129838081,Thu Mar 12 21:09:08 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @pinkvilla: #AngreziMedium: #KareenaKapoorKhan expresses her love for ‘slo mo shots’ captured by #HomiAdajania; WATCH- https://t.co/yOkM…,en,0,7,Sam__Says__,,"AngreziMedium, KareenaKapoorKhan, HomiAdajania",pinkvilla,,
1238210316623687682,Thu Mar 12 21:08:38 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @etimes: Stop everything!
#KareenaKapoorKhan shares her killer cop look from #AngreziMedium and we must say she looks total badass!👮‍♀️…",en,0,8,Sam__Says__,,"KareenaKapoorKhan, AngreziMedium",etimes,,
1238210269798531072,Thu Mar 12 21:08:27 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @boxofficeindia: Here's what the public has to say about #AngreziMedium.

#IrrfanKhan #RadhikaMadan #KareenaKapoorKhan 

https://t.co/I1…",en,0,1,Sam__Says__,False,"AngreziMedium, IrrfanKhan, RadhikaMadan, KareenaKapoorKhan",boxofficeindia,,
1238210125661265921,Thu Mar 12 21:07:53 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SubhashK_Jha: #AngreziMedium Movie Review: 
@irrfank
, #DeepakDobriyal, #KareenaKapoorKhan, #radhikamadan Irradiate Angrezi Medium, Rat…",en,0,4,Sam__Says__,,"AngreziMedium, DeepakDobriyal, KareenaKapoorKhan, radhikamadan","SubhashK_Jha, irrfank",,
1238210116748541960,Thu Mar 12 21:07:51 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""Kareena Kapoor Khan as Naina Kohli has a startling screen presence, despite her character’s limited screen time."" - @m…",en,0,20,haiderrana06,,,KareenaUpdates,,
1238210080903802880,Thu Mar 12 21:07:42 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @PaytmTickets: Get ready to board the flight of your dreams! 
Watch #IrrfanKhan and #DeepakDobriyal in a light-hearted family entertaine…",en,0,3,Sam__Says__,,"IrrfanKhan, DeepakDobriyal",PaytmTickets,,
1238210016257114114,Thu Mar 12 21:07:27 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""Kareena agreed (to play this small role) is the film's good fortune because she is a stately presence in a small but i…",en,0,21,haiderrana06,,,KareenaUpdates,,
1238210004689305601,Thu Mar 12 21:07:24 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""Kareena was in a very secure zone as an actor. She emotionally connected with her character."" - Dinesh Vijan

#Angrezi…",en,0,23,haiderrana06,,,KareenaUpdates,,
1238209832626180096,Thu Mar 12 21:06:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MaddockFilms: The father-daughter duo is all set to win your hearts! ❤ 
#AngreziMedium in cinemas tomorrow. Pre-book your tickets now:…",en,0,9,itssid_11,,AngreziMedium,MaddockFilms,,India
1238209710689366016,Thu Mar 12 21:06:14 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @MumbaiMirror: #AngreziMedium has its heart in the right place!

@irrfank @radhikamadan01
#HomiAdajania #DeepakDobriyal
#DimpleKapadia #…",en,0,2,Sam__Says__,,"AngreziMedium, HomiAdajania, DeepakDobriyal, DimpleKapadia","MumbaiMirror, irrfank, radhikamadan01",,
1238209621212516352,Thu Mar 12 21:05:53 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @KareenaUpdates: ""Kareena was in a very secure zone as an actor. She emotionally connected with her character."" - Dinesh Vijan

#Angrezi…",en,0,23,bebo93dec,,,KareenaUpdates,,India
1238209449090666497,Thu Mar 12 21:05:12 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","6.3Million plus views 
#Laadki 
#KareenaKapoorKhan 
#AngreziMedium  

https://t.co/Sd860hRHTL",fr,6,6,MegaStarKareena,False,"Laadki, KareenaKapoorKhan, AngreziMedium",,,India 🇮🇳 
1238209424704995328,Thu Mar 12 21:05:06 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @dna: #AngreziMediumReview: It's Irrfan all the way!
.
.
.
.
.
Critics Rating: 3/5

@irrfank #KareenaKapoorKhan @radhikamadan01 #Angrezi…",en,0,1,Sam__Says__,,"AngreziMediumReview, KareenaKapoorKhan","dna, irrfank, radhikamadan01",,
1238209423006408704,Thu Mar 12 21:05:05 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SumerGill11: @irrfank + #DeepakDobriyal + #KareenaKapoorKhan

#AngreziMedium https://t.co/E2aCsZbn44",und,0,7,bebo93dec,False,"DeepakDobriyal, KareenaKapoorKhan, AngreziMedium","SumerGill11, irrfank",,India
1238209403716845577,Thu Mar 12 21:05:01 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @girishjohar: So the team marches as planned, to release tomorrow in India barring the closed regions ! ... #AngreziMedium  @irrfank 
#K…",en,0,8,bebo93dec,,AngreziMedium,"girishjohar, irrfank",,India
1238209325094428672,Thu Mar 12 21:04:42 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @psinhajha: My #FilmReview on #News18- #AngreziMedium is quite the family drama worth earmarking for watching with your folks. https://t…,en,0,1,Sam__Says__,,"FilmReview, News18, AngreziMedium",psinhajha,,
1238209247680311298,Thu Mar 12 21:04:24 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JohnyBravo4444: Going in to watch #AngreziMedium right now here in Sharjah..

It's a weekend over here so almost a packed house !!

Con…",en,0,7,bebo93dec,,AngreziMedium,JohnyBravo4444,,India
1238209228956786689,Thu Mar 12 21:04:19 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @masalauae: Angrezi Medium marks the return of Irrfan Khan and he is extraordinary in the film says Mashwah Ajaz, the Digital Editor of…",en,0,1,Sam__Says__,,,masalauae,,
1238209203015213057,Thu Mar 12 21:04:13 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RanvirShorey: The father-daughter duo is all set to win your hearts! ❤ 
#AngreziMedium in cinemas tomorrow. Pre-book your tickets now:…",en,0,5,bebo93dec,,AngreziMedium,RanvirShorey,,India
1238209173999030274,Thu Mar 12 21:04:06 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @jiostudios: The father-daughter duo is all set to win your hearts! ❤ 
#AngreziMedium in cinemas tomorrow. Pre-book your tickets now: ht…",en,0,5,Sam__Says__,,AngreziMedium,jiostudios,,
1238209131481350148,Thu Mar 12 21:03:56 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KareenaUpdates: ""In one fabulously enacted sequence we see how angry mom Dimple Kapadia and daughter Kareena Kapoor are with one anothe…",en,0,22,haiderrana06,,,KareenaUpdates,,
